aX,aY,aZ,gX,gY,gZ
0.199,-0.659,0.964,-84.106,-100.464,-35.706
0.053,-0.668,0.903,-74.951,-124.939,-35.400
-0.087,-0.703,0.860,-74.463,-120.483,-32.471
-0.165,-0.714,0.866,-80.811,-87.341,-24.841
-0.167,-0.691,0.850,-88.928,-36.011,-12.207
-0.065,-0.662,0.892,-91.553,17.883,3.540
0.122,-0.624,0.966,-91.003,57.373,14.404
0.312,-0.572,1.064,-86.487,66.345,16.418
0.376,-0.525,1.121,-75.623,38.025,10.864
0.295,-0.520,1.114,-60.242,-10.437,0.977
0.136,-0.598,1.052,-45.471,-52.673,-3.967
0.019,-0.661,0.988,-36.438,-71.777,-3.662
-0.017,-0.674,0.951,-34.668,-66.284,0.671
0.006,-0.653,0.945,-37.537,-45.105,6.714
0.043,-0.617,0.924,-40.100,-19.104,13.794
0.114,-0.601,0.894,-39.124,5.615,21.729
0.192,-0.579,0.867,-35.950,20.569,25.757
0.269,-0.551,0.853,-32.654,20.142,24.292
0.318,-0.523,0.871,-30.518,7.080,17.395
0.301,-0.506,0.892,-29.663,-12.756,7.141
0.248,-0.518,0.914,-30.212,-32.349,-2.441
0.185,-0.537,0.943,-32.898,-44.067,-8.240
0.132,-0.561,0.971,-37.537,-41.809,-10.010
0.090,-0.590,1.007,-42.236,-27.588,-7.751
0.078,-0.589,1.050,-44.128,-5.859,-2.869
0.121,-0.556,1.069,-39.734,16.113,4.578
0.194,-0.551,1.052,-28.870,27.832,11.475
0.209,-0.545,1.003,-15.808,24.780,13.489
0.180,-0.544,0.920,-3.906,12.451,11.963
0.151,-0.559,0.864,5.005,-1.892,10.498
0.231,-0.562,0.911,7.690,-14.648,8.423
0.108,-0.552,0.742,2.869,-36.804,3.113
0.136,-0.545,0.826,-5.981,-31.311,-5.066
0.058,-0.539,0.847,-17.273,-28.381,-5.920
0.035,-0.562,0.917,-27.893,-15.564,-2.441
0.080,-0.560,1.003,-34.485,1.770,0.732
0.178,-0.553,2.505,43.762,19.592,-10.742
0.115,-0.508,2.812,62.744,17.578,-12.695
0.063,-0.561,2.918,100.281,15.686,-6.775
0.039,-0.625,2.864,138.855,18.555,2.441
0.052,-0.641,2.710,170.166,25.085,9.766
0.016,-0.665,2.552,191.162,38.818,12.695
-0.003,-0.672,2.391,201.477,57.312,14.160
-0.042,-0.662,2.262,209.229,70.740,18.860
-0.012,-0.633,2.076,219.788,82.458,23.926
0.154,-0.549,2.056,232.056,90.027,24.048
0.121,-0.447,1.884,246.216,76.477,19.104
0.039,-0.369,1.605,267.578,59.387,16.052
0.065,-0.344,1.383,286.438,51.025,15.991
0.034,-0.262,1.212,288.940,46.143,18.188
-0.022,-0.153,1.083,285.645,49.377,20.508
-0.068,-0.056,0.855,288.635,57.739,24.353
-0.014,-0.106,0.724,293.579,73.120,31.067
0.002,0.014,0.574,292.480,77.393,28.687
0.176,0.126,0.479,294.312,72.937,28.625
0.345,0.175,0.439,288.940,62.744,24.536
0.404,0.187,0.386,277.283,39.612,11.414
0.280,0.212,0.248,271.606,16.235,-3.784
0.141,0.257,-0.009,273.926,4.456,-11.169
0.040,0.300,-0.335,276.672,10.925,-5.859
0.078,0.283,-0.623,271.851,36.194,8.179
0.156,0.319,-0.844,256.531,66.895,21.240
0.202,0.399,-1.046,237.488,89.478,25.696
0.235,0.442,-1.291,223.938,104.309,22.156
0.270,0.456,-1.556,215.637,107.788,13.062
0.229,0.430,-1.840,205.017,99.731,2.747
0.195,0.361,-2.138,193.787,88.867,-5.920
0.095,0.289,-2.424,178.650,76.294,-13.123
0.022,0.174,-2.619,152.588,58.594,-18.616
-0.074,0.046,-2.702,116.150,39.063,-23.071
-0.201,-0.067,-2.651,73.303,18.127,-27.893
-0.292,-0.186,-2.485,27.161,-0.305,-29.480
-0.361,-0.281,-2.218,-17.639,-11.292,-25.391
-0.374,-0.360,-1.872,-58.655,-17.273,-18.494
-0.319,-0.401,-1.514,-91.858,-20.447,-10.742
-0.256,-0.442,-1.205,-115.295,-23.499,-2.319
-0.172,-0.494,-0.918,-130.920,-26.489,7.141
-0.071,-0.547,-0.635,-141.907,-26.978,14.771
0.035,-0.597,-0.386,-146.423,-28.931,18.433
0.124,-0.634,-0.204,-144.775,-33.264,19.226
0.166,-0.666,-0.098,-139.160,-37.537,18.433
0.184,-0.739,-0.074,-131.714,-38.757,19.775
0.203,-0.779,-0.081,-125.183,-38.269,20.752
0.250,-0.792,-0.083,-121.399,-37.048,22.583
0.252,-0.811,-0.105,-120.544,-36.743,24.170
0.271,-0.843,-0.048,-120.850,-33.813,25.085
0.313,-0.777,0.051,-121.094,-26.245,24.536
0.292,-0.761,0.086,-115.356,-18.372,24.597
0.279,-0.799,0.082,-104.675,-12.756,25.391
0.307,-0.798,0.066,-94.849,-11.169,25.757
0.335,-0.769,0.048,-87.280,-15.869,27.222
0.343,-0.763,0.005,-82.581,-23.560,28.198
0.348,-0.777,-0.035,-82.336,-28.809,24.536
0.351,-0.777,-0.038,-89.111,-29.968,17.883
0.341,-0.768,-0.004,-100.525,-29.297,12.268
0.363,-0.735,0.040,-111.633,-29.175,7.324
0.397,-0.704,0.100,-120.178,-30.212,1.221
0.382,-0.700,0.177,-126.770,-32.349,-6.714
0.345,-0.731,0.294,-130.432,-34.180,-14.954
0.284,-0.748,0.428,-131.653,-33.447,-19.348
0.223,-0.752,0.524,-128.601,-30.334,-18.127
0.187,-0.783,0.578,-118.958,-25.452,-11.902
0.171,-0.799,0.601,-107.361,-21.179,-2.441
0.127,-0.784,0.580,-97.534,-17.639,8.240
0.134,-0.760,0.516,-88.440,-11.047,19.653
0.269,-0.784,0.458,-83.801,-4.761,28.870
0.367,-0.782,0.454,-91.309,-2.808,30.884
0.426,-0.722,0.485,-104.797,-5.127,24.780
0.466,-0.677,0.520,-114.563,-10.864,11.658
0.420,-0.697,0.552,-118.835,-18.188,-5.127
0.317,-0.708,0.558,-120.239,-26.489,-19.775
0.205,-0.731,0.543,-118.286,-31.860,-27.344
0.122,-0.760,0.551,-114.075,-31.433,-26.123
0.067,-0.625,0.651,-108.215,-28.931,-18.250
0.111,-0.781,0.590,-100.342,-29.053,-6.531
0.271,-0.683,0.639,-94.482,-36.194,-4.211
0.266,-0.667,0.725,-87.402,-54.871,5.249
0.327,-0.612,0.773,-82.825,-74.768,0.610
0.336,-0.581,0.761,-80.627,-86.426,-8.789
0.243,-0.655,0.711,-85.327,-82.703,-20.874
0.129,-0.687,0.661,-96.741,-62.622,-30.823
0.082,-0.708,0.674,-110.229,-35.095,-30.212
0.100,-0.714,0.807,-119.507,-7.996,-22.644
0.153,-0.643,0.924,-117.737,8.240,-17.334
0.192,-0.629,0.962,-102.783,3.784,-13.000
0.213,-0.636,0.960,-84.412,-13.184,-9.766
0.198,-0.631,0.976,-73.242,-37.170,-10.803
0.148,-0.607,0.993,-68.237,-60.364,-14.038
0.116,-0.603,1.013,-66.223,-72.754,-16.052
0.127,-0.532,1.004,-65.186,-80.017,-17.273
-0.025,-0.623,0.936,-62.561,-81.970,-9.888
-0.027,-0.683,0.906,-65.002,-59.753,-11.414
-0.029,-0.639,0.891,-72.449,-30.701,-13.794
-0.001,-0.602,0.923,-77.576,-3.784,-8.240
0.069,-0.593,0.933,-77.026,16.113,-2.014
0.157,-0.570,0.963,-70.496,21.973,0.305
0.209,-0.535,0.990,-62.317,10.681,-1.770
0.187,-0.522,1.001,-56.580,-13.794,-6.409
0.125,-0.546,0.993,-51.147,-39.612,-11.353
0.047,-0.576,0.973,-47.424,-56.519,-14.526
-0.006,-0.588,0.956,-46.448,-59.448,-14.709
-0.042,-0.589,0.934,-48.401,-50.293,-11.658
-0.052,-0.578,0.907,-51.941,-29.724,-7.385
0.004,-0.557,0.922,-55.359,-2.625,-3.174
0.046,-0.535,0.924,-56.091,19.958,-0.610
0.073,-0.509,0.925,-53.040,31.860,-0.183
0.146,-0.488,0.933,-47.607,34.363,-0.854
0.174,-0.467,0.977,-43.457,26.978,-4.822
0.151,-0.473,1.003,-41.382,7.690,-10.498
0.091,-0.492,1.029,-39.673,-13.428,-15.259
0.021,-0.513,1.054,-37.720,-28.076,-17.395
-0.035,-0.524,1.070,-35.828,-31.799,-15.320
-0.060,-0.520,1.081,-33.569,-24.841,-9.705
-0.037,-0.519,1.101,-29.114,-9.216,-3.235
-0.021,-0.487,1.100,-21.606,8.484,2.380
0.131,-0.332,2.940,49.438,19.409,-12.512
0.024,-0.496,3.287,62.866,23.865,-14.587
-0.134,-0.618,3.430,92.712,41.626,-12.024
-0.186,-0.696,3.449,136.047,68.726,0.427
-0.144,-0.645,3.396,180.115,86.975,15.076
-0.100,-0.542,3.270,221.375,89.783,24.658
0.042,-0.449,3.133,259.949,83.252,24.780
0.066,-0.436,3.027,290.222,66.406,19.897
0.052,-0.380,2.766,311.646,46.814,10.925
-0.123,-0.367,2.472,330.322,21.606,5.493
-0.285,-0.308,2.117,345.337,18.860,8.850
-0.355,-0.165,1.696,361.389,35.400,23.865
-0.297,0.015,1.252,377.197,55.054,46.570
-0.215,0.165,0.813,383.057,75.745,68.787
-0.061,0.336,0.435,379.211,97.961,84.045
0.195,0.469,0.060,371.765,111.267,88.806
0.376,0.496,-0.224,356.873,110.229,80.750
0.464,0.541,-0.443,333.679,87.708,57.434
0.521,0.591,-0.485,308.594,64.941,39.429
0.481,0.592,-0.517,285.706,46.814,22.095
0.435,0.529,-0.493,271.606,37.537,5.859
0.417,0.531,-0.527,263.123,40.771,-5.188
0.402,0.550,-0.625,260.132,43.701,-13.367
0.297,0.503,-0.818,259.705,39.978,-18.860
0.126,0.407,-1.042,254.578,44.189,-18.372
0.021,0.293,-1.236,239.502,60.791,-13.000
-0.059,0.211,-1.362,215.149,85.999,-7.080
-0.087,0.156,-1.463,188.293,110.229,-3.052
-0.072,0.109,-1.554,169.495,126.282,0.183
-0.114,0.075,-1.664,156.555,120.972,1.587
-0.180,-0.003,-1.789,146.301,100.647,4.578
-0.199,-0.084,-1.873,135.010,78.857,9.094
-0.127,-0.097,-1.896,122.925,52.246,10.986
-0.101,-0.099,-1.887,107.239,9.155,9.033
-0.106,-0.156,-1.864,87.341,-34.790,5.188
-0.144,-0.238,-1.824,59.204,-61.646,0.061
-0.180,-0.405,-1.718,20.447,-65.613,-1.587
-0.210,-0.532,-1.502,-25.085,-50.537,1.282
-0.188,-0.581,-1.219,-67.017,-25.269,6.226
-0.093,-0.552,-0.938,-93.384,-2.747,12.512
-0.009,-0.576,-0.765,-102.173,6.287,24.475
0.104,-0.645,-0.643,-102.600,10.132,35.645
0.199,-0.667,-0.549,-101.196,11.536,37.903
0.211,-0.704,-0.517,-98.633,3.601,37.354
0.194,-0.748,-0.515,-96.497,-1.953,36.560
0.190,-0.739,-0.536,-96.375,-3.235,35.706
0.200,-0.737,-0.572,-96.924,-2.380,36.194
0.212,-0.736,-0.638,-98.328,-1.770,36.865
0.310,-0.714,-0.643,-102.966,-1.038,36.316
0.437,-0.655,-0.585,-112.549,-3.906,32.288
0.498,-0.639,-0.515,-122.559,-14.282,25.513
0.528,-0.650,-0.425,-129.883,-29.358,12.573
0.497,-0.644,-0.320,-134.155,-47.302,-2.258
0.400,-0.653,-0.245,-134.766,-60.974,-12.695
0.282,-0.673,-0.203,-131.165,-66.101,-17.212
0.201,-0.688,-0.197,-126.038,-61.035,-15.686
0.157,-0.675,-0.193,-123.413,-48.218,-10.620
0.164,-0.671,-0.171,-123.474,-33.264,-4.028
0.232,-0.677,-0.119,-125.854,-22.705,2.563
0.321,-0.666,-0.026,-132.019,-21.667,6.409
0.385,-0.657,0.067,-138.245,-30.823,5.554
0.386,-0.641,0.135,-141.357,-47.058,-0.183
0.339,-0.654,0.195,-141.235,-63.171,-7.812
0.242,-0.665,0.257,-139.099,-71.411,-15.503
0.129,-0.684,0.280,-135.010,-70.007,-18.433
0.068,-0.703,0.282,-129.761,-58.411,-13.245
0.080,-0.701,0.299,-127.930,-40.405,-3.052
0.119,-0.692,0.325,-130.859,-21.179,7.507
0.130,-0.665,0.325,-134.277,-5.310,16.052
0.226,-0.667,0.346,-135.681,11.047,23.804
0.421,-0.648,0.389,-138.184,16.785,27.466
0.517,-0.601,0.464,-141.846,-2.380,20.935
0.502,-0.584,0.522,-145.447,-31.372,7.507
0.379,-0.570,0.560,-146.484,-61.523,-8.545
0.226,-0.606,0.620,-145.264,-79.285,-21.118
0.091,-0.642,0.702,-145.142,-73.364,-25.574
0.041,-0.653,0.779,-141.846,-51.575,-18.860
0.073,-0.498,0.900,-133.301,-27.466,-5.249
0.252,-0.693,0.845,-124.878,-9.766,6.897
0.437,-0.539,0.902,-121.521,-10.376,3.174
0.382,-0.567,0.893,-113.037,-28.931,6.104
0.379,-0.638,0.868,-105.591,-45.776,-4.333
0.303,-0.652,0.846,-102.173,-63.538,-16.479
0.212,-0.640,0.830,-102.295,-71.167,-25.085
0.172,-0.651,0.845,-102.112,-68.420,-29.907
0.125,-0.682,0.935,-104.187,-58.716,-29.785
0.061,-0.671,1.069,-110.718,-40.955,-26.550
0.067,-0.673,1.200,-110.779,-16.602,-19.165
0.085,-0.656,1.292,-100.220,2.380,-8.179
0.208,-0.634,1.336,-86.304,11.841,-0.610
0.232,-0.591,1.285,-68.726,0.977,5.371
0.153,-0.680,1.146,-49.683,-16.724,10.010
0.155,-0.712,1.033,-38.086,-23.499,5.615
0.176,-0.685,0.992,-35.461,-23.560,0.671
0.147,-0.652,0.974,-39.368,-22.827,-1.282
0.085,-0.661,0.955,-45.044,-18.250,-0.916
0.054,-0.678,0.952,-50.842,-1.587,3.357
0.098,-0.675,0.965,-54.932,22.949,9.644
0.177,-0.652,0.981,-54.932,40.222,14.771
0.258,-0.631,0.982,-50.415,41.504,16.296
0.305,-0.616,0.969,-42.114,25.024,12.512
0.279,-0.609,0.945,-33.142,-2.502,5.554
0.212,-0.617,0.903,-26.978,-29.602,-0.916
0.152,-0.619,0.875,-25.208,-43.274,-5.005
0.127,-0.632,0.853,-27.466,-42.786,-6.348
0.131,-0.625,0.849,-32.043,-31.494,-5.676
0.144,-0.620,0.859,-36.255,-17.822,-3.418
0.151,-0.617,0.866,-39.001,-7.568,0.610
0.171,-0.600,0.901,-40.283,0.793,4.456
0.206,-0.573,0.949,-40.039,7.324,6.592
0.232,-0.545,0.979,-35.339,10.742,5.798
0.251,-0.539,0.969,-27.161,6.409,3.540
0.221,-0.541,0.928,-19.714,-2.869,0.427
0.191,-0.567,0.889,-16.479,-10.925,-2.075
0.182,-0.568,0.880,-17.578,-13.977,-3.540
0.182,-0.563,0.906,-20.447,-13.367,-5.371
0.150,-0.559,0.912,-22.705,-12.756,-6.897
0.125,-0.572,0.913,-23.926,-10.071,-5.981
0.131,-0.567,0.924,-23.621,-3.967,-3.662
0.148,-0.570,2.123,47.485,2.808,-14.832
0.119,-0.593,2.429,53.467,5.615,-20.142
0.056,-0.575,2.701,67.017,1.770,-22.095
-0.011,-0.594,2.942,91.125,-4.639,-20.142
-0.106,-0.595,3.077,120.178,-7.812,-15.198
-0.255,-0.633,3.042,154.419,0.671,-6.958
-0.310,-0.635,2.838,194.885,25.269,5.371
-0.287,-0.565,2.541,234.436,47.119,24.841
-0.250,-0.528,2.167,259.521,62.378,41.138
-0.085,-0.480,1.988,269.958,73.120,46.326
0.033,-0.389,1.907,269.104,63.110,42.053
0.038,-0.326,1.932,257.263,40.710,30.457
-0.153,-0.269,1.869,249.268,19.775,18.433
-0.263,-0.194,1.800,255.188,18.860,18.433
-0.358,-0.108,1.556,270.081,35.400,31.372
-0.272,0.033,1.237,292.175,63.782,50.476
-0.089,0.084,0.867,315.186,89.478,73.181
0.213,0.233,0.547,327.271,102.539,78.735
0.409,0.378,0.259,330.505,91.797,69.519
0.468,0.426,0.036,326.843,67.871,54.810
0.567,0.454,-0.156,320.435,43.396,40.405
0.546,0.479,-0.376,312.622,17.456,25.940
0.490,0.473,-0.636,306.030,-5.249,14.771
0.451,0.477,-0.888,295.227,-14.954,10.925
